Invoice_ID,Customer_ID,Product_Name,Quantity,Transaction_Date
INV10145,8180,Vang hồng,3,2013-07-10
INV10145,8180,Bò bít tết,1,2013-07-10
INV10146,8180,Champagne,2,2013-04-20
INV10148,8180,Vang trắng Chablis,1,2013-06-04
INV10148,8180,Gà thả vườn,2,2013-06-04
INV10149,8180,Vang trắng Chablis,1,2013-09-19
INV10149,8180,Bò bít tết,2,2013-09-19
INV10150,8180,Vang trắng Chablis,1,2013-05-16
INV10150,8180,Bò bít tết,2,2013-05-16
INV10151,8180,Vang trắng Chablis,3,2013-07-24
INV10151,8180,Bò bít tết,2,2013-07-24
INV10153,2569,Gà thả vườn,2,2013-02-18
INV10153,2569,Cá hồi Na Uy,2,2013-02-18
INV10155,2569,Gà thả vườn,1,2013-03-03
INV10156,2114,Champagne,3,2013-11-20
INV10156,2114,Bò bít tết,1,2013-11-20
INV10157,2114,Vang đỏ Bordeaux,3,2013-12-24
INV10157,2114,Bò bít tết,2,2013-12-24
INV10158,2114,Vang đỏ Bordeaux,1,2013-11-01
INV10158,2114,Bò bít tết,2,2013-11-01
INV10159,2114,Vang đỏ Bordeaux,3,2013-06-22
INV10159,2114,Bò bít tết,1,2013-06-22
INV10160,2114,Vang trắng Chablis,1,2013-08-11
INV10160,2114,Bò bít tết,1,2013-08-11
INV10161,2114,Vang trắng Chablis,1,2013-11-30
INV10161,2114,Bò bít tết,2,2013-11-30
INV10162,2114,Vang hồng,2,2013-10-22
INV10162,2114,Bò bít tết,1,2013-10-22
INV10163,2114,Champagne,1,2013-11-01
INV10164,2114,Vang hồng,1,2013-08-15
INV10165,2114,Vang đỏ Bordeaux,1,2013-03-21
INV10165,2114,Bò bít tết,1,2013-03-21
INV10166,2114,Mực ống,1,2013-03-17
INV10167,2114,Vang đỏ Bordeaux,2,2013-06-06
INV10167,2114,Bò bít tết,1,2013-06-06
INV10168,2114,Vang hồng,3,2013-09-25
INV10168,2114,Bò bít tết,1,2013-09-25
INV10169,2114,Vang đỏ Bordeaux,2,2013-12-09
INV10169,2114,Bò bít tết,2,2013-12-09
INV10170,2114,Vang đỏ Bordeaux,2,2013-12-23
INV10170,2114,Bò bít tết,1,2013-12-23
INV10170,2114,Mực ống,2,2013-12-23
INV10171,2114,Champagne,1,2013-12-06
INV10171,2114,Bò bít tết,2,2013-12-06
INV10172,2114,Vang đỏ Bordeaux,2,2013-07-14
INV10172,2114,Bò bít tết,1,2013-07-14
INV10174,2114,Champagne,2,2013-01-21
INV10174,2114,Bò bít tết,1,2013-01-21
INV10174,2114,Mực ống,2,2013-01-21
INV10175,2114,Vang trắng Chablis,3,2013-07-01
INV10175,2114,Bò bít tết,1,2013-07-01
INV10176,2114,Mực ống,2,2013-07-18
INV10177,2114,Vang hồng,3,2013-04-26
INV10177,2114,Bò bít tết,2,2013-04-26
INV10178,2114,Vang trắng Chablis,2,2013-12-14
INV10178,2114,Bò bít tết,1,2013-12-14
INV10180,2114,Vang trắng Chablis,1,2013-04-16
INV10180,2114,Bò bít tết,1,2013-04-16
INV10182,9736,Vang đỏ Bordeaux,1,2013-02-04
INV10182,9736,Bò bít tết,1,2013-02-04
INV10185,9736,Vang trắng Chablis,1,2013-05-21
INV10185,9736,Bò bít tết,1,2013-05-21
INV10186,9736,Vang trắng Chablis,3,2013-11-10
INV10186,9736,Bò bít tết,1,2013-11-10
INV10189,4939,Cá ngừ,1,2013-09-09
INV10191,4939,Thịt lợn Iberico,2,2013-04-14
INV10193,4939,Mực ống,1,2013-11-08
INV10194,4939,Vang hồng,1,2013-09-24
INV10196,4939,Vang hồng,2,2013-01-26
INV10196,4939,Cá hồi Na Uy,2,2013-01-26
INV10197,4939,Gà thả vườn,1,2013-05-31
INV10197,4939,Mực ống,2,2013-05-31
INV10198,6565,Gà thả vườn,1,2013-02-16
INV10199,6565,Vang trắng Chablis,2,2013-06-15
INV10199,6565,Bò bít tết,1,2013-06-15
INV10200,6565,Vang trắng Chablis,3,2013-02-16
INV10200,6565,Bò bít tết,1,2013-02-16
INV10201,6565,Vang đỏ Bordeaux,3,2013-08-19
INV10201,6565,Bò bít tết,1,2013-08-19
INV10202,6565,Vang trắng Chablis,2,2013-07-14
INV10202,6565,Bò bít tết,1,2013-07-14
INV10203,6565,Vang đỏ Bordeaux,2,2013-03-16
INV10203,6565,Bò bít tết,2,2013-03-16
INV10204,6565,Vang trắng Chablis,1,2013-04-03
INV10204,6565,Bò bít tết,2,2013-04-03
INV10204,6565,Cá ngừ,2,2013-04-03
INV10206,6565,Vang hồng,2,2013-04-22
INV10206,6565,Bò bít tết,1,2013-04-22
INV10207,6565,Champagne,3,2013-01-04
INV10207,6565,Bò bít tết,1,2013-01-04
INV10207,6565,Cá hồi Na Uy,1,2013-01-04
INV10208,6565,Vang trắng Chablis,1,2013-12-01
INV10208,6565,Bò bít tết,2,2013-12-01
INV10209,6565,Vang hồng,1,2013-02-14
INV10209,6565,Bò bít tết,2,2013-02-14
INV10211,6565,Cá ngừ,2,2013-08-22
INV10213,6565,Vang hồng,1,2013-10-09
INV10213,6565,Bò bít tết,2,2013-10-09
INV10214,6565,Vang trắng Chablis,3,2013-07-31
INV10214,6565,Bò bít tết,1,2013-07-31
INV10215,6565,Champagne,2,2013-12-19
INV10215,6565,Bò bít tết,2,2013-12-19
INV10217,6565,Vang hồng,2,2013-10-16
INV10218,6565,Bò bít tết,2,2013-05-29
INV10219,6565,Gà thả vườn,2,2013-03-02
INV10220,6565,Vang trắng Chablis,1,2013-06-20
INV10220,6565,Bò bít tết,2,2013-06-20
INV10221,6565,Champagne,1,2013-02-04
INV10221,6565,Bò bít tết,2,2013-02-04
INV10222,2278,Bò bít tết,1,2013-10-19
INV10227,2278,Gà thả vườn,2,2013-06-11
INV10228,9360,Vang trắng Chablis,2,2013-07-01
INV10230,9360,Champagne,3,2013-11-01
INV10232,9360,Champagne,1,2013-06-04
INV10232,9360,Bò bít tết,1,2013-06-04
INV10233,9360,Thịt lợn Iberico,1,2013-02-17
INV10233,9360,Cá ngừ,2,2013-02-17
INV10234,9360,Vang đỏ Bordeaux,3,2013-06-17
INV10234,9360,Bò bít tết,1,2013-06-17
INV10234,9360,Cá hồi Na Uy,2,2013-06-17
INV10235,9360,Cá hồi Na Uy,1,2013-07-18
INV10236,9360,Gà thả vườn,2,2013-06-20
INV10236,9360,Cá ngừ,1,2013-06-20
INV10237,9360,Champagne,2,2013-06-14
INV10237,9360,Bò bít tết,2,2013-06-14
INV10238,9360,Champagne,1,2013-05-20
INV10238,9360,Bò bít tết,1,2013-05-20
INV10238,9360,Cá ngừ,2,2013-05-20
INV10239,5376,Thịt lợn Iberico,1,2013-05-19
INV10240,5376,Thịt lợn Iberico,1,2013-06-09
INV10241,5376,Thịt lợn Iberico,1,2013-08-30
INV10242,5376,Gà thả vườn,2,2013-07-20
INV10243,5376,Gà thả vườn,1,2013-06-09
INV10244,5376,Gà thả vườn,2,2013-08-27
INV10245,5376,Thịt lợn Iberico,2,2013-06-08
INV10246,5376,Thịt lợn Iberico,2,2013-04-25
INV10247,5376,Thịt lợn Iberico,2,2013-12-25
INV10248,5376,Thịt lợn Iberico,1,2013-02-03
INV10249,5376,Bò bít tết,2,2013-06-28
INV10250,5376,Thịt lợn Iberico,2,2013-02-24
INV10251,5376,Bò bít tết,2,2013-07-31
INV10252,5376,Thịt lợn Iberico,2,2013-06-24
INV10253,5376,Gà thả vườn,1,2013-06-25
INV10254,5376,Gà thả vườn,2,2013-12-31
INV10255,5376,Thịt lợn Iberico,1,2013-02-19
INV10256,5376,Thịt lợn Iberico,2,2013-12-17
INV10257,5376,Vang trắng Chablis,1,2013-12-05
INV10257,5376,Gà thả vườn,1,2013-12-05
INV10258,5376,Thịt lợn Iberico,2,2013-12-05
INV10259,5376,Gà thả vườn,2,2013-12-15
INV10260,5376,Bò bít tết,1,2013-08-11
INV10261,5376,Thịt lợn Iberico,1,2013-09-19
INV10262,5376,Gà thả vườn,2,2013-10-09
INV10263,5376,Gà thả vườn,2,2013-05-25
INV10264,5376,Gà thả vườn,1,2013-12-31
INV10265,5376,Thịt lợn Iberico,2,2013-09-01
INV10266,5376,Gà thả vườn,1,2013-12-10
INV10267,1993,Vang trắng Chablis,1,2013-09-07
INV10267,1993,Bò bít tết,2,2013-09-07
INV10268,1993,Vang hồng,3,2013-12-23
INV10268,1993,Bò bít tết,2,2013-12-23
INV10269,1993,Vang trắng Chablis,1,2013-08-19
INV10269,1993,Bò bít tết,1,2013-08-19
INV10270,1993,Champagne,2,2013-05-02
INV10270,1993,Cá hồi Na Uy,2,2013-05-02
INV10271,1993,Vang hồng,3,2013-12-27
INV10271,1993,Bò bít tết,2,2013-12-27
INV10272,1993,Vang đỏ Bordeaux,1,2013-02-10
INV10272,1993,Bò bít tết,1,2013-02-10
INV10273,1993,Champagne,3,2013-10-04
INV10273,1993,Bò bít tết,2,2013-10-04
INV10274,1993,Vang hồng,3,2013-01-06
INV10274,1993,Bò bít tết,2,2013-01-06
INV10275,1993,Vang đỏ Bordeaux,3,2013-05-31
INV10276,1993,Vang hồng,3,2013-10-16
INV10276,1993,Bò bít tết,1,2013-10-16
INV10277,1993,Vang đỏ Bordeaux,2,2013-05-30
INV10277,1993,Bò bít tết,1,2013-05-30
INV10278,1993,Champagne,2,2013-05-23
INV10278,1993,Bò bít tết,1,2013-05-23
INV10279,1993,Champagne,1,2013-03-19
INV10279,1993,Bò bít tết,1,2013-03-19
INV10280,1993,Champagne,1,2013-09-28
INV10281,4047,Vang hồng,2,2013-09-11
INV10281,4047,Bò bít tết,2,2013-09-11
INV10282,4047,Champagne,1,2013-03-27
INV10282,4047,Bò bít tết,1,2013-03-27
INV10282,4047,Cá ngừ,2,2013-03-27
INV10283,4047,Vang trắng Chablis,2,2013-09-01
INV10283,4047,Bò bít tết,2,2013-09-01
INV10284,4047,Vang hồng,1,2013-03-16
INV10284,4047,Bò bít tết,2,2013-03-16
INV10285,4047,Mực ống,2,2013-06-11
INV10286,4047,Champagne,2,2013-08-10
INV10286,4047,Bò bít tết,1,2013-08-10
INV10287,4047,Vang trắng Chablis,3,2013-10-27
INV10287,4047,Bò bít tết,1,2013-10-27
INV10288,4047,Vang trắng Chablis,2,2013-12-13
INV10288,4047,Bò bít tết,1,2013-12-13
INV10289,4047,Vang đỏ Bordeaux,3,2013-01-07
INV10289,4047,Bò bít tết,1,2013-01-07
INV10290,4047,Vang đỏ Bordeaux,3,2013-05-09
INV10290,4047,Bò bít tết,1,2013-05-09
INV10291,4047,Vang đỏ Bordeaux,1,2013-11-23
INV10291,4047,Gà thả vườn,1,2013-11-23
INV10292,4047,Champagne,2,2013-12-23
INV10292,4047,Bò bít tết,1,2013-12-23
INV10293,4047,Champagne,2,2013-05-22
INV10293,4047,Bò bít tết,1,2013-05-22
INV10294,4047,Champagne,1,2013-02-01
INV10294,4047,Bò bít tết,2,2013-02-01
INV10295,4047,Vang trắng Chablis,3,2013-02-05
INV10295,4047,Bò bít tết,2,2013-02-05
INV10296,4047,Vang trắng Chablis,3,2013-10-04
INV10296,4047,Bò bít tết,2,2013-10-04
INV10297,4047,Vang đỏ Bordeaux,3,2013-02-22
INV10297,4047,Bò bít tết,2,2013-02-22
INV10297,4047,Cá ngừ,1,2013-02-22
INV10298,1409,Vang đỏ Bordeaux,3,2013-12-01
INV10298,1409,Bò bít tết,1,2013-12-01
INV10299,1409,Vang hồng,2,2013-07-20
INV10299,1409,Bò bít tết,1,2013-07-20
INV10300,1409,Vang hồng,1,2013-01-02
INV10300,1409,Bò bít tết,2,2013-01-02
INV10301,1409,Vang đỏ Bordeaux,2,2013-06-05
INV10301,1409,Bò bít tết,2,2013-06-05
INV10301,1409,Cá ngừ,2,2013-06-05
INV10302,1409,Vang đỏ Bordeaux,2,2013-11-28
INV10302,1409,Bò bít tết,2,2013-11-28
INV10303,1409,Champagne,2,2013-02-24
INV10303,1409,Bò bít tết,2,2013-02-24
INV10304,1409,Vang đỏ Bordeaux,3,2013-03-13
INV10305,1409,Vang hồng,3,2013-10-04
INV10306,1409,Vang đỏ Bordeaux,2,2013-01-09
INV10306,1409,Bò bít tết,1,2013-01-09
INV10307,1409,Vang trắng Chablis,3,2013-12-08
INV10307,1409,Bò bít tết,1,2013-12-08
INV10307,1409,Cá hồi Na Uy,2,2013-12-08
INV10308,1409,Vang đỏ Bordeaux,1,2013-12-01
INV10308,1409,Bò bít tết,1,2013-12-01
INV10308,1409,Mực ống,1,2013-12-01
INV10310,1409,Vang đỏ Bordeaux,1,2013-10-30
INV10310,1409,Bò bít tết,1,2013-10-30
INV10310,1409,Cá hồi Na Uy,2,2013-10-30
INV10312,7892,Vang trắng Chablis,2,2013-06-16
INV10313,7892,Vang đỏ Bordeaux,1,2013-10-31
INV10313,7892,Bò bít tết,2,2013-10-31
INV10313,7892,Cá ngừ,1,2013-10-31
INV10314,7892,Mực ống,2,2013-08-13
INV10315,7892,Vang hồng,1,2013-03-22
INV10315,7892,Bò bít tết,1,2013-03-22
INV10317,2404,Vang trắng Chablis,1,2013-09-01
INV10317,2404,Bò bít tết,2,2013-09-01
INV10318,2404,Vang đỏ Bordeaux,3,2013-03-31
INV10318,2404,Bò bít tết,2,2013-03-31
INV10319,2404,Champagne,2,2013-02-15
INV10319,2404,Bò bít tết,1,2013-02-15
INV10321,2404,Vang hồng,3,2013-10-04
INV10321,2404,Bò bít tết,2,2013-10-04
INV10321,2404,Cá hồi Na Uy,1,2013-10-04
INV10323,2404,Vang đỏ Bordeaux,1,2013-03-23
INV10323,2404,Bò bít tết,2,2013-03-23
INV10324,2404,Vang hồng,1,2013-05-09
INV10324,2404,Bò bít tết,1,2013-05-09
INV10325,2404,Vang đỏ Bordeaux,2,2013-04-01
INV10325,2404,Bò bít tết,1,2013-04-01
INV10326,2404,Champagne,2,2013-08-16
INV10326,2404,Bò bít tết,2,2013-08-16
INV10329,5255,Vang hồng,1,2013-09-06
INV10329,5255,Bò bít tết,2,2013-09-06
INV10337,5255,Cá ngừ,1,2013-10-30
INV10341,5255,Vang hồng,2,2013-09-16
INV10342,5255,Mực ống,2,2013-09-11
INV10344,5255,Champagne,1,2013-02-16
INV10344,5255,Bò bít tết,1,2013-02-16
INV10346,5255,Mực ống,1,2013-07-09
INV10347,5255,Cá ngừ,2,2013-07-17
INV10349,5255,Champagne,3,2013-12-17
INV10351,5255,Champagne,1,2013-11-13
INV10351,5255,Bò bít tết,1,2013-11-13
INV10354,9422,Vang trắng Chablis,2,2013-12-26
INV10354,9422,Bò bít tết,2,2013-12-26
INV10355,9422,Vang đỏ Bordeaux,2,2013-08-05
INV10355,9422,Bò bít tết,2,2013-08-05
INV10358,9422,Cá ngừ,1,2013-12-21
INV10359,9422,Bò bít tết,1,2013-02-11
INV10359,9422,Cá hồi Na Uy,1,2013-02-11
INV10360,9422,Vang trắng Chablis,3,2013-09-12
INV10360,9422,Thịt lợn Iberico,1,2013-09-12
INV10361,1966,Vang đỏ Bordeaux,2,2013-08-04
INV10361,1966,Bò bít tết,1,2013-08-04
INV10363,1966,Champagne,2,2013-10-24
INV10363,1966,Bò bít tết,2,2013-10-24
INV10364,1966,Champagne,1,2013-10-18
INV10364,1966,Thịt lợn Iberico,2,2013-10-18
INV10365,1966,Champagne,2,2013-01-25
INV10366,1966,Vang trắng Chablis,3,2013-10-02
INV10366,1966,Bò bít tết,1,2013-10-02
INV10367,1966,Champagne,3,2013-03-01
INV10367,1966,Bò bít tết,2,2013-03-01
INV10368,1966,Thịt lợn Iberico,2,2013-04-16
INV10369,1966,Thịt lợn Iberico,1,2013-08-18
INV10371,1966,Champagne,3,2013-06-13
INV10371,1966,Bò bít tết,2,2013-06-13
INV10373,1966,Vang đỏ Bordeaux,3,2013-08-15
INV10373,1966,Bò bít tết,1,2013-08-15
INV10374,1966,Vang đỏ Bordeaux,2,2013-10-10
INV10374,1966,Bò bít tết,1,2013-10-10
INV10375,1966,Vang trắng Chablis,3,2013-02-17
INV10375,1966,Bò bít tết,2,2013-02-17
INV10376,1966,Gà thả vườn,1,2013-02-12
INV10377,1966,Champagne,3,2013-07-21
INV10377,1966,Bò bít tết,1,2013-07-21
INV10378,1966,Vang hồng,2,2013-07-04
INV10378,1966,Bò bít tết,1,2013-07-04
INV10379,1966,Vang hồng,3,2013-06-29
INV10379,1966,Bò bít tết,2,2013-06-29
INV10380,1966,Gà thả vườn,2,2013-08-01
INV10381,1966,Vang đỏ Bordeaux,1,2013-08-01
INV10381,1966,Bò bít tết,2,2013-08-01
INV10382,1966,Gà thả vườn,2,2013-09-26
INV10383,1966,Bò bít tết,2,2013-07-29
INV10384,1966,Vang hồng,2,2013-03-12
INV10384,1966,Bò bít tết,1,2013-03-12
INV10385,1966,Gà thả vườn,2,2013-06-04
INV10386,6864,Champagne,3,2013-01-02
INV10388,6864,Champagne,2,2013-05-06
INV10388,6864,Gà thả vườn,2,2013-05-06
INV10389,6864,Gà thả vườn,2,2013-10-17
INV10390,6864,Cá ngừ,1,2013-03-03
INV10391,6864,Champagne,2,2013-10-25
INV10391,6864,Bò bít tết,1,2013-10-25
INV10392,3033,Cá ngừ,1,2013-08-03
INV10393,3033,Vang trắng Chablis,1,2013-09-21
INV10393,3033,Bò bít tết,1,2013-09-21
INV10396,3033,Gà thả vườn,2,2013-06-30
INV10397,3033,Vang trắng Chablis,1,2013-09-06
INV10397,3033,Bò bít tết,1,2013-09-06
INV10400,3033,Bò bít tết,1,2013-08-02
INV10402,5710,Champagne,1,2013-11-02
INV10402,5710,Bò bít tết,1,2013-11-02
INV10403,5710,Vang trắng Chablis,3,2013-03-02
INV10403,5710,Bò bít tết,1,2013-03-02
INV10404,5710,Vang đỏ Bordeaux,1,2013-02-10
INV10404,5710,Bò bít tết,2,2013-02-10
INV10405,5710,Vang đỏ Bordeaux,3,2013-01-22
INV10405,5710,Bò bít tết,1,2013-01-22
INV10406,5710,Champagne,3,2013-05-10
INV10406,5710,Bò bít tết,1,2013-05-10
INV10407,5710,Vang trắng Chablis,1,2013-11-05
INV10407,5710,Bò bít tết,1,2013-11-05
